URI,Title,RecordId,Coin Type URI,From Date,To Date,Artist,SubjectEvent,SubjectIssuer,SubjectPerson,SubjectPlace,Authority,Coin Type,Degree,Deity,Denomination,Department,Dynasty,Engraver,Issuer,Maker,Manufacture,Material,Mint,Object Type,Portrait,Reference,Region,Script,State,Obverse Legend,Obverse Type,Reverse Legend,Reverse Type,Date on Object,Ah,Axis,Diameter,Weight,Thumbnail_obv,Thumbnail_rev,Date Record Modified
http://numismatics.org/collection/1959.165.228,"Silver dirham of Möngke Khan, Tiflis, 656 H. 1959.165.228",1959.165.228,,1258.0,1258.0,,,,,,Möngke Khan,,,,dirham,Islamic,Great Mongols,,,,,Silver,Tiflis,Coin,,,Caucasus,,,,,,,,656.0,,,2.568,http://numismatics.org/collectionimages/19501999/1959/1959.165.228.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.228.rev.width175.jpg,2020-07-31T01:09:02Z
http://numismatics.org/collection/1959.165.229,"Silver dirham of Möngke Khan, Tiflis, 658 H. 1959.165.229",1959.165.229,,1259.0,1260.0,,,,,,Möngke Khan,,,,dirham,Islamic,Great Mongols,,,,,Silver,Tiflis,Coin,,,Caucasus,,,,,,,,658.0,,,2.414,http://numismatics.org/collectionimages/19501999/1959/1959.165.229.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.229.rev.width175.jpg,2020-07-31T01:09:30Z
http://numismatics.org/collection/1959.165.230,"Silver dirham of Möngke Khan, Tiflis, xxx H. 1959.165.230",1959.165.230,,1251.0,1260.0,,,,,,Möngke Khan,,,,dirham,Islamic,Great Mongols,,,,,Silver,Tiflis,Coin,,,Caucasus,,,,,,,,,,,2.1,http://numismatics.org/collectionimages/19501999/1959/1959.165.230.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.230.rev.width175.jpg,2020-07-31T01:09:30Z
http://numismatics.org/collection/1959.165.231,"Silver dirham of Möngke Khan, Tiflis, Jumada II xxx H. 1959.165.231",1959.165.231,,1251.0,1260.0,,,,,,Möngke Khan,,,,dirham,Islamic,Great Mongols,,,,,Silver,Tiflis,Coin,,,Caucasus,,,,,,,,,,,2.338,http://numismatics.org/collectionimages/19501999/1959/1959.165.231.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.231.rev.width175.jpg,2020-07-31T01:08:23Z
http://numismatics.org/collection/1959.165.260,"Silver dirham, Samsun, 724 H. 1959.165.260",1959.165.260,,1323.0,1324.0,,,,,,,,,,dirham,Islamic,Ilkhan,,,,,Silver,Samsun,Coin,,,Anatolia,,,,,,,,724.0,,,1.623,http://numismatics.org/collectionimages/19501999/1959/1959.165.260.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.260.rev.width175.jpg,2020-07-31T01:14:27Z
http://numismatics.org/collection/1959.165.300,"Copper alloy fals of Anushirwan, x, xxx H. 1959.165.300",1959.165.300,,1345.0,1353.0,,,,,,Anushirwan,,,,fals,Islamic,Ilkhan,,,,,Copper alloy,x,Coin,,,uncertain,,,,,,,,,,13.0,1.058,http://numismatics.org/collectionimages/19501999/1959/1959.165.300.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.300.rev.width175.jpg,2020-07-31T01:09:51Z
http://numismatics.org/collection/1959.165.305,"Copper alloy fals, x, xxx H. 1959.165.305",1959.165.305,,1256.0,1353.0,,,,,,,,,,fals,Islamic,Ilkhan,,,,,Copper alloy,x,Coin,,,uncertain,,,,,,,,,,,,http://numismatics.org/collectionimages/19501999/1959/1959.165.305.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.305.rev.width175.jpg,2020-07-31T01:14:35Z
http://numismatics.org/collection/1959.165.31,"Copper alloy fals of Yazid b. Usayd, Barda`a/Bardha`a, 142 H. 1959.165.31",1959.165.31,,759.0,760.0,,,,,,Yazid b. Usayd,,,,fals,Islamic,`Abbasid,,,,,Copper alloy,Barda`a||Bardha`a,Coin,,Album 315,Caucasus,,,,,,,,142.0,9.0,21.0,1.603,http://numismatics.org/collectionimages/19501999/1959/1959.165.31.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.31.rev.width175.jpg,2020-07-31T01:09:28Z
http://numismatics.org/collection/1959.165.316,"Copper alloy fals, Samarqand, 82[3] H. 1959.165.316",1959.165.316,,1420.0,1421.0,,,,,,,,,,fals,Islamic,Timurid,,,,,Copper alloy,Samarqand,Coin,,,Central Asia,,,,,,,,,,25.0,4.054,http://numismatics.org/collectionimages/19501999/1959/1959.165.316.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.316.rev.width175.jpg,2020-07-31T01:13:23Z
http://numismatics.org/collection/1959.165.319,"Silver dirham of Selim II Sari, Baghdad, [974] H. 1959.165.319",1959.165.319,,1566.0,1574.0,,,,,,Selim II Sari,,,,dirham,Islamic,Ottoman,,,,,Silver,Baghdad,Coin,,,Mashriq,,Ottoman Empire,,,,,,,,21.0,3.772,http://numismatics.org/collectionimages/19501999/1959/1959.165.319.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.319.rev.width175.jpg,2020-07-31T01:09:19Z
http://numismatics.org/collection/1959.165.32,"Copper alloy fals of al-Hasan, Barda`a/Bardha`a, 158 H. 1959.165.32",1959.165.32,,774.0,775.0,,,,,,al-Hasan,,,,fals,Islamic,`Abbasid,,,,,Copper alloy,Barda`a||Bardha`a,Coin,,"Pakhomov, Moneti Azerbaidzhana, pp 72-73Album.315",Caucasus,,,,,,,,158.0,,,,http://numismatics.org/collectionimages/19501999/1959/1959.165.32.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1959/1959.165.32.rev.width175.jpg,2020-07-31T01:11:44Z
http://numismatics.org/collection/1977.135.17,"Silver 1/2 drahm of `Umar (A), TPWRSTAN, 779 - 780. 1977.135.17",1977.135.17,,779.0,780.0,,,,,,`Umar (A),,,,1/2 drahm,Islamic,`Abbasid Governor,,,,,Silver,TPWRSTAN,Coin,,Album 56,Mashriq,,,,,,,,,,,,http://numismatics.org/collectionimages/19501999/1977/1977.135.17.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1977/1977.135.17.rev.width175.jpg,2020-07-31T01:13:48Z
http://numismatics.org/collection/1977.135.186,"Silver dirham of Muhammad III, nm, 1187 H. 1977.135.186",1977.135.186,,1773.0,1774.0,,,,,,Muhammad III,,,,dirham,Islamic,`Alawi Sharifs (Fileyli),,,,,Silver,nm,Coin,,,Maghrib,,,,,,,,1187.0,8.0,20.0,2.784,http://numismatics.org/collectionimages/19501999/1977/1977.135.186.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1977/1977.135.186.rev.width175.jpg,2020-07-31T01:12:44Z
http://numismatics.org/collection/1983.14.3,"Gold dinar of al-Qa'im, al-Mahdiyya, 332 H. 1983.14.3",1983.14.3,,943.0,944.0,,,,,,al-Qa'im,,,,dinar,Islamic,Fatimid,,,,,Gold,al-Mahdiyya,Coin,,,Maghrib,,,,,,,,332.0,,,,http://numismatics.org/collectionimages/19501999/1983/1983.14.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.14.3.rev.width175.jpg,2020-07-31T01:12:17Z
http://numismatics.org/collection/1970.81.1,"Gold dinar of al-Muqtafi, x, xxx H. 1970.81.1",1970.81.1,,1136.0,1160.0,,,,,,al-Muqtafi,,,,dinar,Islamic,Khwarizmshah,,,,,Gold,x,Coin,,,Mashriq,,,,,,,,,,23.0,3.2,http://numismatics.org/collectionimages/19501999/1970/1970.81.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1970/1970.81.1.rev.width175.jpg,2020-07-31T01:15:08Z
http://numismatics.org/collection/1970.81.2,"Gold dinar of Abish/Abaqa, Dar al-Mulk Shiraz, 675 H. 1970.81.2",1970.81.2,,1276.0,1277.0,,,,,,Abish||Abaqa,,,,dinar,Islamic,Salghurid \ Ilkhan,,,,,Gold,Dar al-Mulk Shiraz,Coin,,,Mashriq,,Ilkhanids,,,,,,675.0,12.0,26.0,9.07,http://numismatics.org/collectionimages/19501999/1970/1970.81.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1970/1970.81.2.rev.width175.jpg,2020-07-31T01:09:16Z
http://numismatics.org/collection/1928.64.20,"Gold sultani of Sulayman I, Qujaniyya, 926 H. 1928.64.20",1928.64.20,,1555.0,1566.0,,"Miles, OX",,,,Sulayman I,,,,sultani,Islamic,Ottoman,,,,,Gold,Qujaniyya,Coin,,Pere 175cf. Artuk 1547Album.1317,SE Europe,,,darib al-nadir / sahib al-'izz wa'l-nasr / fi al barr wa'l-bahr [three knot devices in field],,Sultan Sulayman b. Selim Khan `azza nasrahu duriba fi Quujaaniyya sana 926 [ha' in mint name is a knot],,,926.0,2.0,19.0,3.474,http://numismatics.org/collectionimages/19001949/1928/1928.64.20.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.64.20.rev.width175.jpg,2020-07-31T01:10:10Z
http://numismatics.org/collection/1928.64.22,"Gold sultani of Ibrahim, Tarablus Gharb, 1053? H. 1928.64.22",1928.64.22,,1643.0,1644.0,,,,,,Ibrahim,,,,sultani,Islamic,Ottoman,,,,,Gold,Tarablus Gharb,Coin,,KM 4Pere.430Album.1376N,Maghrib,,,,,,,,,,26.0,3.424,http://numismatics.org/collectionimages/19001949/1928/1928.64.22.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.64.22.rev.width175.jpg,2020-07-31T01:12:56Z
http://numismatics.org/collection/1928.999.200,"Silver 2 rupee of Shah Zaman, Kabul, 1212, 5 H. 1928.999.200",1928.999.200,,1797.0,1798.0,,,,,,Shah Zaman,,,,2 rupee,Islamic,Durrani,,,,,Silver,Kabul,Coin,,,Mashriq,,,,,,,,,,26.0,22.863,http://numismatics.org/collectionimages/19001949/1928/1928.999.200.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.200.rev.width175.jpg,2020-07-31T01:11:27Z
http://numismatics.org/collection/1928.999.239,"Silver rupee of Mahmud Shah, Ahmadshahi, 1218, 3 H. 1928.999.239",1928.999.239,,1803.0,1803.0,,,,,,Mahmud Shah,,,,rupee,Islamic,Durrani,,,,,Silver,Ahmadshahi,Coin,,,Mashriq,,,,,,,,,,24.0,11.491,http://numismatics.org/collectionimages/19001949/1928/1928.999.239.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.239.rev.width175.jpg,2020-07-31T01:08:43Z
http://numismatics.org/collection/1983.160.1,"Silver drahm of `Ubayd Allah b. Ziyad, KRMAN, 58 H. 1983.160.1",1983.160.1,,675.0,676.0,,,,,,`Ubayd Allah b. Ziyad,,,,drahm,Islamic,Umayyad A-S Main Series AR,,,,,Silver,KRMAN,Coin,,BMCArabSas Do 3Album.12,Mashriq,,,,,,,,58.0,,,,http://numismatics.org/collectionimages/19501999/1983/1983.160.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.160.1.rev.width175.jpg,2020-07-31T01:12:27Z
http://numismatics.org/collection/1983.95.1,"Silver drahm of al-Hajjaj b. Yusuf, ART, 79 H. 1983.95.1",1983.95.1,,698.0,699.0,,,,,,al-Hajjaj b. Yusuf,,,,drahm,Islamic,Umayyad A-S Main Series AR,,,,,Silver,ART,Coin,,BMCArabSas xGaube xAlbum.A35-36,Mashriq,,,al-Hajjaj b. Yusuf (Arabic); 3 bism Allah la ilah illa Allah 6 wahda Muhammad rasul 9 Allah,,,,,79.0,3.0,31.0,3.696,http://numismatics.org/collectionimages/19501999/1983/1983.95.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.95.1.rev.width175.jpg,2020-07-31T01:10:12Z
http://numismatics.org/collection/1928.67.1,"Gold dinar of al-Muntazar bi-Amr Allah, al-Iskandariyya, 525 H. 1928.67.1",1928.67.1,,1130.0,1131.0,,,,,,al-Muntazar bi-Amr Allah,,,,dinar,Islamic,Fatimid,,,,,Gold,al-Iskandariyya,Coin,,,NE Africa,,Fatimids,,,,,,525.0,,21.0,4.169,http://numismatics.org/collectionimages/19001949/1928/1928.67.1.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.67.1.rev.width175.jpg,2020-07-31T01:11:45Z
http://numismatics.org/collection/1928.999.187,"Silver rupee of Taymur Shah, Ahmadshahi, 1206, 20 H. 1928.999.187",1928.999.187,,1791.0,1792.0,,,,,,Taymur Shah,,,,rupee,Islamic,Durrani,,,,,Silver,Ahmadshahi,Coin,,,Mashriq,,,,,,,,,,25.0,11.511,http://numismatics.org/collectionimages/19001949/1928/1928.999.187.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.187.rev.width175.jpg,2020-07-31T01:08:41Z
http://numismatics.org/collection/1928.999.194,"Silver rupee of Taymur Shah, Kabul, 1205, 19 H. 1928.999.194",1928.999.194,,1790.0,1791.0,,,,,,Taymur Shah,,,,rupee,Islamic,Durrani,,,,,Silver,Kabul,Coin,,,Mashriq,,,,,,,,,,24.5,11.435,http://numismatics.org/collectionimages/19001949/1928/1928.999.194.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.194.rev.width175.jpg,2020-07-31T01:10:40Z
http://numismatics.org/collection/1928.999.236,"Copper alloy falus, Hamadan, 1100-50 H. 1928.999.236",1928.999.236,,1688.0,1738.0,,,,,,,,,,falus,Islamic,autonomous AE of Iran,,,,LA,Copper alloy,Hamadan,Coin,,,Mashriq,,,,"lion r., sunface behind, tail up and over",x,,,,,,9.427,http://numismatics.org/collectionimages/19001949/1928/1928.999.236.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.236.rev.width175.jpg,2020-07-31T01:10:02Z
http://numismatics.org/collection/1970.27.34,"Silver rupee of Awrangzib `Alamgir, Kabul, [10]82, 15 H. 1970.27.34",1970.27.34,,1671.0,1672.0,,,,,,Awrangzib `Alamgir,,,,rupee,Islamic,Mughal,,,,,Silver,Kabul,Coin,,,Mashriq,,,,,,,,,,22.0,11.45,http://numismatics.org/collectionimages/19501999/1970/1970.27.34.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1970/1970.27.34.rev.width175.jpg,2020-07-31T01:10:51Z
http://numismatics.org/collection/1970.35.1,"Copper alloy fals of al-Salih Isma`il, Halab, 571 H. 1970.35.1",1970.35.1,,1175.0,1176.0,,,,,,al-Salih Isma`il,,,,fals,Islamic,Zangid of Syria,,,,,Copper alloy,Halab,Coin,,BMCOr III.604-6||BMCOr IX.606aS/S.76Album.1854.1,Syria,,,duriba bi-Halab + written date,Roman bust r.,,beaded circle,,571.0,,,,http://numismatics.org/collectionimages/19501999/1970/1970.35.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1970/1970.35.1.rev.width175.jpg,2020-07-31T01:09:56Z
http://numismatics.org/collection/1970.63.1,"Gold dinar, nm Dimashq, 75 H. 1970.63.1",1970.63.1,,694.0,695.0,,,,,,,,,,dinar,Islamic,Umayyad A-B Syria and Palestine AV,,,,,Gold,nm Dimashq,Coin,,"Clive Foss, 2012, Byzantium and Islam, cat 89b p. 142.Album.3550",Syria,,,bism Allah la ilah illa Allah wahdah Muhammad rasul Allah بسم الله لا اله إلا الله وحده محمد رسول الله,standing caliph,bism Allah duriba hadha'l-dinar sana khamas wa-sab`in بسم الله ضرب هذا الدينار في سنة خمس (ه) و سبعين,modified cross on steps,,75.0,7.0,20.0,4.461,http://numismatics.org/collectionimages/19501999/1970/1970.63.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1970/1970.63.1.rev.width175.jpg,2020-07-31T01:11:46Z
http://numismatics.org/collection/1983.104.6,"Silver drahm of Talha, SK, 66 H. 1983.104.6",1983.104.6,,685.0,686.0,,,,,,Talha,,,,drahm,Islamic,Umayyad A-S Main Series AR,,,,,Silver,SK,Coin,,"Mochiri II, pp 423-26, fig. 1554Album.26",Mashriq,,,"3 mulk lillah 6 ; Talha perhaps written defectively, THLA",,,,,66.0,,27.0,1.986,http://numismatics.org/collectionimages/19501999/1983/1983.104.6.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.104.6.rev.width175.jpg,2020-07-31T01:14:11Z
http://numismatics.org/collection/1983.104.7,"Silver drahm of Yazdagird III, SK, 632 - 651. 1983.104.7",1983.104.7,,632.0,651.0,,,,,,Yazdagird III,,,,drahm,Islamic,Sasanian,,,,,Silver,SK,Coin,,,Mashriq,,,,,,,,,3.0,31.0,3.969,http://numismatics.org/collectionimages/19501999/1983/1983.104.7.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.104.7.rev.width175.jpg,2020-07-31T01:12:53Z
http://numismatics.org/collection/1983.106.1,"Copper alloy fals of Marwan/`Abd al-Malik b. Marwan, al-Iskandariyya, [132] H. 1983.106.1",1983.106.1,,749.0,750.0,,,,,,Marwan||`Abd al-Malik b. Marwan,,,,fals,Islamic,Umayyad P-R - Egypt AE,,,,,Copper alloy,al-Iskandariyya,Coin,,Khed 845Album.151,NE Africa,,,,,,,,,,,,http://numismatics.org/collectionimages/19501999/1983/1983.106.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.106.1.rev.width175.jpg,2020-07-31T01:08:40Z
http://numismatics.org/collection/1983.104.4,"Copper alloy fals, al-Kushani, 413? H. 1983.104.4",1983.104.4,,1022.0,1023.0,,,,,,,,,,fals,Islamic,Qarakhan,,,,,Copper alloy,al-Kushani,Coin,,,Central Asia,,,{Arslan Khan},,,,,,4.0,26.0,2.308,http://numismatics.org/collectionimages/19501999/1983/1983.104.4.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.104.4.rev.width175.jpg,2020-07-31T01:10:14Z
http://numismatics.org/collection/1928.999.193,"Silver rupee of Taymur Shah, Kabul, [120]0, 13 H. 1928.999.193",1928.999.193,,1785.0,1786.0,,,,,,Taymur Shah,,,,rupee,Islamic,Durrani,,,,,Silver,Kabul,Coin,,,Mashriq,,,,,,,,,,30.0,10.26,http://numismatics.org/collectionimages/19001949/1928/1928.999.193.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.193.rev.width175.jpg,2020-07-31T01:10:32Z
http://numismatics.org/collection/1928.999.238,"Copper alloy falus, Qandahar, [1110-77] H. 1928.999.238",1928.999.238,,1698.0,1764.0,,,,,,,,,,falus,Islamic,autonomous AE of Afghanistan,,,,LA,Copper alloy,Qandahar,Coin,,,Mashriq (Afgh.),,,,"fish 2 circling, central star. square",,,,,,,8.357,http://numismatics.org/collectionimages/19001949/1928/1928.999.238.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1928/1928.999.238.rev.width175.jpg,2020-07-31T01:15:13Z
http://numismatics.org/collection/1983.122.1,"Gold solidus, nm Dimashq, 680 - 692. 1983.122.1",1983.122.1,,680.0,692.0,,,,,,,,,,solidus,Islamic,Umayyad A-B Syria and Palestine AV,,,,,Gold,nm Dimashq,Coin,,"Clive Foss, 2012, Byzantium and Islam, cat 80B, p. 140.",Syria,,,,,Victory of the emperors; fine gold; Constantinople,,,,,21.0,4.462,http://numismatics.org/collectionimages/19501999/1983/1983.122.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.122.1.rev.width175.jpg,2020-07-31T01:14:46Z
http://numismatics.org/collection/1983.14.1,"Silver drahm of Bishr b. Marwan, AKWRA, 73 H. 1983.14.1",1983.14.1,,692.0,693.0,,,,,,Bishr b. Marwan,,,,drahm,Islamic,Umayyad A-S Main Series AR,,,,,Silver,AKWRA,Coin,,Treadwell A4Album.27.1,Mashriq,,,,,,caliph orans,,73.0,,30.0,3.594,http://numismatics.org/collectionimages/19501999/1983/1983.14.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.14.1.rev.width175.jpg,2020-07-31T01:08:41Z
http://numismatics.org/collection/1983.14.4,"Gold dinar of al-Mustansir, al-Mansuriyya, 433 H. 1983.14.4",1983.14.4,,1041.0,1042.0,,,,,,al-Mustansir,,,,dinar,Islamic,Fatimid,,,,,Gold,al-Mansuriyya,Coin,,,Maghrib,,,,,,,,433.0,,,,http://numismatics.org/collectionimages/19501999/1983/1983.14.4.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1983/1983.14.4.rev.width175.jpg,2020-07-31T01:12:29Z
http://numismatics.org/collection/1978.64.638,"Copper alloy fals of Anonymous, nm, nd H. 1978.64.638",1978.64.638,,699.0,750.0,,,,,,Anonymous,,,,fals,Islamic,Umayyad P-R - Syria NM AE,,,,,Copper alloy,nm,Coin,,BMCArabByz 605Album.163.1,Syria,,,,5-branch candelabra,MRA,,,,,,,http://numismatics.org/collectionimages/19501999/1978/1978.64.638.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1978/1978.64.638.rev.width175.jpg,2020-07-31T01:14:07Z
http://numismatics.org/collection/1982.116.2,"Silver dirham (kharruba) of al-Zahir, nm Siqilliyya, nd H. 1982.116.2",1982.116.2,,1021.0,1035.0,,,,,,al-Zahir,,,,dirham (kharruba),Islamic,Fatimid,,,,,Silver,nm Siqilliyya,Coin,,,Maghrib,,,"obscure, uncertain","central point, small circle, circular inscr., outer circle and circle of points",...Allah la ilah illa...,as OT,,,,,0.212,http://numismatics.org/collectionimages/19501999/1982/1982.116.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1982/1982.116.2.rev.width175.jpg,2020-07-31T01:10:44Z
http://numismatics.org/collection/1982.116.3,"Silver dirham (kharruba), nm, nd H. 1982.116.3",1982.116.3,,909.0,1174.0,,,,,,,,,,dirham (kharruba),Islamic,Fatimid,,,,,Silver,nm,Coin,,,Maghrib,,,uncertain,"one-line inscr., outer circle and circle of points",uncertain,as OT,,,,9.0,0.188,http://numismatics.org/collectionimages/19501999/1982/1982.116.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1982/1982.116.3.rev.width175.jpg,2020-07-31T01:13:59Z
http://numismatics.org/collection/1927.166.5,"Copper alloy falus, Rasht, 1200-99 H. 1927.166.5",1927.166.5,,1785.0,1882.0,,,,,,,,,,falus,Islamic,autonomous AE of Iran,,,,,Copper alloy,Rasht,Coin,,,Mashriq,,,,pikeman,,,,,,21.5,13.01,http://numismatics.org/collectionimages/19001949/1927/1927.166.5.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.166.5.rev.width175.jpg,2020-07-31T01:12:41Z
http://numismatics.org/collection/1927.178.18,"Copper alloy fals, nm, nd H. 1927.178.18",1927.178.18,,700.0,750.0,,,,,,,,,,fals,Islamic,Umayyad P-R - Syria NM AE,,,,,Copper alloy,nm,Coin,,BMCArabByz 743Album,Syria,,,,eight-pointed star,,,,,,20.0,4.53,http://numismatics.org/collectionimages/19001949/1927/1927.178.18.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.178.18.rev.width175.jpg,2020-07-31T01:15:31Z
http://numismatics.org/collection/1927.178.4,"Silver rupee of Ahmad Shah, Ahmadshahi, [1171-86] H. 1927.178.4",1927.178.4,,1757.0,1773.0,,,,,,Ahmad Shah,,,,rupee,Islamic,Durrani,,,,,Silver,Ahmadshahi,Coin,,,Mashriq,,,,,,,,,,23.0,11.35,http://numismatics.org/collectionimages/19001949/1927/1927.178.4.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.178.4.rev.width175.jpg,2020-07-31T01:13:31Z
http://numismatics.org/collection/1927.179.1,"Silver dirham of Eretna, Arzinjan, 751 H. 1927.179.1",1927.179.1,,1350.0,1351.0,,,,,,Eretna,,,,dirham,Islamic,Eretnid,,,,,Silver,Arzinjan,Coin,,,Anatolia,,,Allah/ la ilah illa/ Muhammad/ rasul Allah,lobed square,as 1949.163.2 except date,hexagram,,751.0,,18.0,1.726,http://numismatics.org/collectionimages/19001949/1927/1927.179.1.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.1.rev.width175.jpg,2020-07-31T01:13:10Z
http://numismatics.org/collection/1927.179.100,"Silver dirham of Shah Rukh, Samarqand, 832 H. 1927.179.100",1927.179.100,,1428.0,1429.0,,,,,,Shah Rukh,,,,dirham,Islamic,Timurid,,,,,Silver,Samarqand,Coin,,,Central Asia,,Timurids,,,,,,832.0,,22.5,5.224,http://numismatics.org/collectionimages/19001949/1927/1927.179.100.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.100.rev.width175.jpg,2020-07-31T01:14:34Z
http://numismatics.org/collection/1927.179.102,"Copper alloy dirham of al-Nasir, Bukhara, 619 H. 1927.179.102",1927.179.102,,1222.0,1223.0,,,,,,al-Nasir,,,,dirham,Islamic,Mongol||`Abbasid,,,,,Copper alloy,Bukhara,Coin,,,Central Asia,,,,,,,,619.0,,34.0,6.198,http://numismatics.org/collectionimages/19001949/1927/1927.179.102.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.102.rev.width175.jpg,2020-07-31T01:08:11Z
http://numismatics.org/collection/1927.179.111,"Silver dirham of Jani Beg, Khwarizm, 744 H. 1927.179.111",1927.179.111,,1343.0,1344.0,,,,,,Jani Beg,,,,dirham,Islamic,Juchid||Golden Horde||Blue Horde,,,,,Silver,Khwarizm,Coin,,Album 2027A,Central Asia,,,,,,,,744.0,,17.0,1.281,http://numismatics.org/collectionimages/19001949/1927/1927.179.111.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.111.rev.width175.jpg,2020-07-31T01:09:32Z
http://numismatics.org/collection/1927.179.113,"Gold dinar of Anonymous, Khwarizm, 774 H. 1927.179.113",1927.179.113,,1372.0,1373.0,,,,,,Anonymous,,,,dinar,Islamic,Juchid||Golden Horde||Blue Horde,,,,,Gold,Khwarizm,Coin,,,Central Asia,,,,,,,,774.0,,13.5,1.302,http://numismatics.org/collectionimages/19001949/1927/1927.179.113.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.113.rev.width175.jpg,2020-07-31T01:13:24Z
http://numismatics.org/collection/1927.179.114,"Silver dirham of Toqtamish, Khwarizm, 7[8]3 H. 1927.179.114",1927.179.114,,1381.0,1382.0,,,,,,Toqtamish,,,,dirham,Islamic,Juchid||Golden Horde||Blue Horde,,,,,Silver,Khwarizm,Coin,,Album 2048,Central Asia,,,,,,,,,,17.0,1.511,http://numismatics.org/collectionimages/19001949/1927/1927.179.114.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.114.rev.width175.jpg,2020-07-31T01:14:09Z
http://numismatics.org/collection/1927.179.115,"Silver dirham of Timur/Suyurghatmish, Khwarizm, 781 H. 1927.179.115",1927.179.115,,1379.0,1380.0,,,,,,Timur||Suyurghatmish,,,,dirham,Islamic,Timurid,,,,,Silver,Khwarizm,Coin,,,Central Asia,,Timurids,,,,,,781.0,,16.0,1.515,http://numismatics.org/collectionimages/19001949/1927/1927.179.115.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.115.rev.width175.jpg,2020-07-31T01:11:57Z
http://numismatics.org/collection/1927.179.149,"Silver dirham of `Ala'l-Din Ertena, x, 742 H. 1927.179.149",1927.179.149,,1341.0,1342.0,,,,,,`Ala'l-Din Ertena,,,,dirham,Islamic,Eretnid,,,,,Silver,x,Coin,,,Anatolia,,,,,,,,742.0,,,1.635,http://numismatics.org/collectionimages/19001949/1927/1927.179.149.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.179.149.rev.width175.jpg,2020-07-31T01:09:47Z
