URI,Title,RecordId,Coin Type URI,From Date,To Date,Artist,SubjectEvent,SubjectIssuer,SubjectPerson,SubjectPlace,Authority,Coin Type,Degree,Deity,Denomination,Department,Dynasty,Engraver,Issuer,Maker,Manufacture,Material,Mint,Object Type,Portrait,Reference,Region,Script,State,Obverse Legend,Obverse Type,Reverse Legend,Reverse Type,Date on Object,Ah,Axis,Diameter,Weight,Thumbnail_obv,Thumbnail_rev,Date Record Modified
http://numismatics.org/collection/1971.316.1510,"Copper alloy fals, Syria, 692 - 694. 1971.316.1510",1971.316.1510,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,,Coin,,,Syria,,,,,,,,,,,,http://numismatics.org/collectionimages/19501999/1971/1971.316.1510.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.1510.rev.width175.jpg,2020-07-31T01:13:18Z
http://numismatics.org/collection/1971.316.152,"Copper alloy fals, Jayy, 146 H. 1971.316.152",1971.316.152,,763.0,764.0,,,,,,,,,,fals,Islamic,`Abbasid,,,,,Copper alloy,Jayy,Coin,,Album 326,Mashriq,,,,,,,,146.0,,,,http://numismatics.org/collectionimages/19501999/1971/1971.316.152.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.152.rev.width175.jpg,2020-07-31T01:11:20Z
http://numismatics.org/collection/1971.316.1520,"Silver dirham of temp. Hisham, Ifriqiya, 112 H. 1971.316.1520",1971.316.1520,,730.0,731.0,,,,,,temp. Hisham,,,,dirham,Islamic,Umayyad,,,,,Silver,Ifriqiya,Coin,,Album 137,Maghrib,,,,,,,,112.0,2.0,27.0,2.946,http://numismatics.org/collectionimages/19501999/1971/1971.316.1520.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.1520.rev.width175.jpg,2020-07-31T01:08:35Z
http://numismatics.org/collection/1971.316.1521,"Silver dirham of temp. Marwan II, Ifriqiya, 132 H. 1971.316.1521",1971.316.1521,,749.0,750.0,,,,,,temp. Marwan II,,,,dirham,Islamic,Umayyad,,,,,Silver,Ifriqiya,Coin,,Album 142,Maghrib,,,,,,,,132.0,1.0,26.0,2.872,http://numismatics.org/collectionimages/19501999/1971/1971.316.1521.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.1521.rev.width175.jpg,2020-07-31T01:09:15Z
http://numismatics.org/collection/1971.316.1524,"Silver dirham of temp. Hisham, al-Andalus, 114 H. 1971.316.1524",1971.316.1524,,732.0,733.0,,,,,,temp. Hisham,,,,dirham,Islamic,Umayyad,,,,,Silver,al-Andalus,Coin,,CUS 012Album.137,Maghrib,,,,,,,,114.0,,27.5,2.922,http://numismatics.org/collectionimages/19501999/1971/1971.316.1524.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.1524.rev.width175.jpg,2020-07-31T01:11:39Z
http://numismatics.org/collection/1971.316.1526,"Copper alloy fals, al-Andalus, nd H. 1971.316.1526",1971.316.1526,,699.0,750.0,,,,,,,,,,fals,Islamic,Umayyad P-R Spain AE,,,,,Copper alloy,al-Andalus,Coin,,,Maghrib,,,,"star, 8-point",,,,,,21.0,4.314,http://numismatics.org/collectionimages/19501999/1971/1971.316.1526.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.1526.rev.width175.jpg,2020-07-31T01:10:32Z
http://numismatics.org/collection/1971.316.153,"Copper alloy fals of al-Hasan b. .../Muhammad, Jayy, 191 H. 1971.316.153",1971.316.153,,806.0,807.0,,,,,,al-Hasan b. ...||Muhammad,,,,fals,Islamic,`Abbasid,,,,,Copper alloy,Jayy,Coin,,Album 326,Mashriq,,,,,,,,191.0,,,,http://numismatics.org/collectionimages/19501999/1971/1971.316.153.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.153.rev.width175.jpg,2020-07-31T01:11:47Z
http://numismatics.org/collection/1971.316.1533,"Copper alloy fals, nm, nd H. 1971.316.1533",1971.316.1533,,699.0,750.0,,,,,,,,,,fals,Islamic,Umayyad P-R - Syria NM AE,,,,,Copper alloy,nm,Coin,,BMCArabByz 596/7Album.159,uncertain,,,,legend,,flower bud in chalice?above,,,,15.0,2.629,http://numismatics.org/collectionimages/19501999/1971/1971.316.1533.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.316.1533.rev.width175.jpg,2020-07-31T01:07:55Z
http://numismatics.org/collection/1971.284.30,"Copper alloy fals, Hims/Emesa/Emesis, 692 - 694. 1971.284.30",1971.284.30,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,Album 3524,Syria,,,,bust of emperor,,m,,,,20.5,3.29,http://numismatics.org/collectionimages/19501999/1971/1971.284.30.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.30.rev.width175.jpg,2020-07-31T01:08:21Z
http://numismatics.org/collection/1971.284.31,"Copper alloy fals, Hims/Emesa/Emesis, 692 - 694. 1971.284.31",1971.284.31,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,Album 3524,Syria,,,,bust of emperor,,m,,,,22.0,3.04,http://numismatics.org/collectionimages/19501999/1971/1971.284.31.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.31.rev.width175.jpg,2020-07-31T01:09:03Z
http://numismatics.org/collection/1971.284.32,"Copper alloy fals, Hims/Emesa/Emesis, 692 - 694. 1971.284.32",1971.284.32,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,Album 3524,Syria,,,,bust of emperor,,m,,,,19.0,2.39,http://numismatics.org/collectionimages/19501999/1971/1971.284.32.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.32.rev.width175.jpg,2020-07-31T01:09:50Z
http://numismatics.org/collection/1971.284.33,"Copper alloy fals, Hims/Emesa/Emesis, 692 - 694. 1971.284.33",1971.284.33,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,Album 3524,Syria,,,,bust of emperor,,m,,,,19.0,3.72,http://numismatics.org/collectionimages/19501999/1971/1971.284.33.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.33.rev.width175.jpg,2020-07-31T01:14:20Z
http://numismatics.org/collection/1971.284.34,"Copper alloy fals, Hims/Emesa/Emesis, 692 - 694. 1971.284.34",1971.284.34,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,Album 3524,Syria,,,,bust of emperor,,m,,,,22.5,3.57,http://numismatics.org/collectionimages/19501999/1971/1971.284.34.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.34.rev.width175.jpg,2020-07-31T01:11:34Z
http://numismatics.org/collection/1971.284.35,"Copper alloy fals, Hims/Emesa/Emesis, 694 - 697. 1971.284.35",1971.284.35,,694.0,697.0,,,,,,,,,,fals,Islamic,Umayyad A-B Syria and Palestine - Standing Caliph AE,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,Album 3539,Syria,,,,standing caliph,,staff on pediment,,,,,2.92,http://numismatics.org/collectionimages/19501999/1971/1971.284.35.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.35.rev.width175.jpg,2020-07-31T01:15:26Z
http://numismatics.org/collection/1971.284.36,"Copper alloy fals of `Abd al-Malik, Halab, 694 - 697. 1971.284.36",1971.284.36,,694.0,697.0,,,,,,`Abd al-Malik,,,,fals,Islamic,Umayyad A-B Syria and Palestine - Standing Caliph AE,,,,,Copper alloy,Halab,Coin,,BMCArabByz 106Album.3529,Syria,,,,standing caliph,,,,,1.0,20.0,2.56,http://numismatics.org/collectionimages/19501999/1971/1971.284.36.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.36.rev.width175.jpg,2020-07-31T01:10:20Z
http://numismatics.org/collection/1971.284.37,"Copper alloy fals of `Abd al-Malik, Halab, 694 - 697. 1971.284.37",1971.284.37,,694.0,697.0,,,,,,`Abd al-Malik,,,,fals,Islamic,Umayyad A-B Syria and Palestine - Standing Caliph AE,,,,,Copper alloy,Halab,Coin,,BMCArabByz 115Album.3529,Syria,,,,standing caliph,,,,,9.0,,2.62,http://numismatics.org/collectionimages/19501999/1971/1971.284.37.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.37.rev.width175.jpg,2020-07-31T01:10:26Z
http://numismatics.org/collection/1971.284.38,"Copper alloy fals of `Abd al-Malik, Halab, 694 - 697. 1971.284.38",1971.284.38,,694.0,697.0,,,,,,`Abd al-Malik,,,,fals,Islamic,Umayyad A-B Syria and Palestine - Standing Caliph AE,,,,,Copper alloy,Halab,Coin,,BMCArabByz 115Album.3529,Syria,,,,standing caliph,,,,,3.0,,3.41,http://numismatics.org/collectionimages/19501999/1971/1971.284.38.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.38.rev.width175.jpg,2020-07-31T01:08:46Z
http://numismatics.org/collection/1971.284.39,"Copper alloy fals of `Abd al-Malik, Qinnasrin/Halab, 694 - 697. 1971.284.39",1971.284.39,,694.0,697.0,,,,,,`Abd al-Malik,,,,fals,Islamic,Umayyad A-B Syria and Palestine - Standing Caliph AE,,,,,Copper alloy,Qinnasrin/Halab,Coin,,BMCArabByz 134Album.3530,Syria,,,,standing caliph,,,,,5.0,18.0,2.97,http://numismatics.org/collectionimages/19501999/1971/1971.284.39.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.39.rev.width175.jpg,2020-07-31T01:12:48Z
http://numismatics.org/collection/1971.284.41,"Copper alloy fals of `Abd al-Malik, Jabrin, 694 - 697. 1971.284.41",1971.284.41,,694.0,697.0,,,,,,`Abd al-Malik,,,,fals,Islamic,Umayyad A-B Syria and Palestine - Standing Caliph AE,,,,,Copper alloy,Jabrin,Coin,,BMCArabByz 105Album.3535,Syria,,,,standing caliph,,,,,5.0,22.0,3.57,http://numismatics.org/collectionimages/19501999/1971/1971.284.41.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.41.rev.width175.jpg,2020-07-31T01:13:14Z
http://numismatics.org/collection/1971.284.42,"Copper alloy fals, Dimashq, 692 - 694. 1971.284.42",1971.284.42,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Dimashq,Coin,,BMCArabByz ANS.1-3varAlbum.3517,Syria,,,,standing emperor,,M,,,2.0,21.0,4.87,http://numismatics.org/collectionimages/19501999/1971/1971.284.42.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.42.rev.width175.jpg,2020-07-31T01:09:10Z
http://numismatics.org/collection/1971.284.43,"Copper alloy fals, Damascus/Dimashq, 692 - 694. 1971.284.43",1971.284.43,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Damascus/Dimashq,Coin,,BMCArabByz 12-25Album.3517,Syria,,,,standing emperor,,M,,,6.0,17.0,3.77,http://numismatics.org/collectionimages/19501999/1971/1971.284.43.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.43.rev.width175.jpg,2020-07-31T01:09:48Z
http://numismatics.org/collection/1971.284.46,"Copper alloy fals, Hims/Emesa/Emesis, 692 - 694. 1971.284.46",1971.284.46,,692.0,694.0,,,,,,,,,,fals,Islamic,Umayyad,,,,,Copper alloy,Hims||Emesa||Emesis,Coin,,BMCArabByz 27-34Album.3516,Syria,,,,standing emperor,,M,,,1.0,20.0,4.51,http://numismatics.org/collectionimages/19501999/1971/1971.284.46.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.284.46.rev.width175.jpg,2020-07-31T01:14:24Z
http://numismatics.org/collection/1971.286.1,"Silver dirham of Baybars I, nm, nd [659-60] H. 1971.286.1",1971.286.1,,1260.0,1262.0,,,,,,Baybars I,,,,dirham,Islamic,Bahri Mamluk,,,,,Silver,nm,Coin,,,Syria,,Bahri Mamluks,,,,,,,,,2.749,http://numismatics.org/collectionimages/19501999/1971/1971.286.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.286.1.rev.width175.jpg,2020-07-31T01:09:21Z
http://numismatics.org/collection/1971.290.1,"Copper alloy fals of al-Mahdi, M. al-Salam, Balad al-Masisa, 166 H. 1971.290.1",1971.290.1,,782.0,783.0,,,,,,al-Mahdi,,,,fals,Islamic,`Abbasid,,,,,Copper alloy,"M. al-Salam, Balad al-Masisa",Coin,,,,,,,,li-Balad / al-Khalifa / Muhammad al-Mahdi / Amir al-Mu'minin / al-Masissa,,,166.0,,,,http://numismatics.org/collectionimages/19501999/1971/1971.290.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.290.1.rev.width175.jpg,2020-12-04T02:48:20Z
http://numismatics.org/collection/1971.292.11,"Gold dinar of al-Mustansir, al-Mahdiyya, Muharram 458 H. 1971.292.11",1971.292.11,,1065.0,1065.0,,,,,,al-Mustansir,,,,dinar,Islamic,Fatimid,,,,,Gold,al-Mahdiyya,Coin,,,Maghrib,,,,,,,,,6.0,22.0,4.099,http://numismatics.org/collectionimages/19501999/1971/1971.292.11.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.292.11.rev.width175.jpg,2020-07-31T01:14:55Z
http://numismatics.org/collection/1971.292.12,"Gold dinar of al-Hakim bi-Amr Allah, al-Mansuriyya, 394 H. 1971.292.12",1971.292.12,,1003.0,1004.0,,,,,,al-Hakim bi-Amr Allah,,,,dinar,Islamic,Fatimid,,,,,Gold,al-Mansuriyya,Coin,,,Maghrib,,Fatimids,,,,,,394.0,,,4.158,http://numismatics.org/collectionimages/19501999/1971/1971.292.12.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1971/1971.292.12.rev.width175.jpg,2020-07-31T01:08:22Z
http://numismatics.org/collection/1974.26.266,"Silver dirham of Husayn, Harat, 895 H. 1974.26.266",1974.26.266,,1489.0,1490.0,,,,,,Husayn,,,,dirham,Islamic,Timurid,,,,,Silver,Harat,Coin,,,Mashriq,,,,,bih bud Harat in cartouche,,,895.0,11.0,24.0,4.723,http://numismatics.org/collectionimages/19501999/1974/1974.26.266.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.266.rev.width175.jpg,2020-07-31T01:14:23Z
http://numismatics.org/collection/1974.26.274,"Silver dirham of Uljaytu, M. Kirman, xxx H. 1974.26.274",1974.26.274,,1304.0,1317.0,,,,,,Uljaytu,,,,dirham,Islamic,Ilkhan,,,,,Silver,M. Kirman,Coin,,,Mashriq,,Ilkhanids,,,,,,,10.0,23.0,4.211,http://numismatics.org/collectionimages/19501999/1974/1974.26.274.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.274.rev.width175.jpg,2020-07-31T01:15:01Z
http://numismatics.org/collection/1975.93.118,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.118",1975.93.118,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,22.0,2.93,http://numismatics.org/collectionimages/19501999/1975/1975.93.118.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.118.rev.width175.jpg,2020-07-31T01:13:31Z
http://numismatics.org/collection/1975.93.119,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.119",1975.93.119,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,18.0,1.42,http://numismatics.org/collectionimages/19501999/1975/1975.93.119.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.119.rev.width175.jpg,2020-07-31T01:10:58Z
http://numismatics.org/collection/1975.93.120,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.120",1975.93.120,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,26.0,5.76,http://numismatics.org/collectionimages/19501999/1975/1975.93.120.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.120.rev.width175.jpg,2020-07-31T01:10:58Z
http://numismatics.org/collection/1975.93.121,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.121",1975.93.121,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,28.0,4.15,http://numismatics.org/collectionimages/19501999/1975/1975.93.121.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.121.rev.width175.jpg,2020-07-31T01:10:03Z
http://numismatics.org/collection/1975.93.122,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.122",1975.93.122,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,32.0,8.35,http://numismatics.org/collectionimages/19501999/1975/1975.93.122.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.122.rev.width175.jpg,2020-07-31T01:08:25Z
http://numismatics.org/collection/1975.93.123,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.123",1975.93.123,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,28.0,4.17,http://numismatics.org/collectionimages/19501999/1975/1975.93.123.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.123.rev.width175.jpg,2020-07-31T01:13:35Z
http://numismatics.org/collection/1975.93.124,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.124",1975.93.124,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,27.0,4.09,http://numismatics.org/collectionimages/19501999/1975/1975.93.124.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.124.rev.width175.jpg,2020-07-31T01:13:14Z
http://numismatics.org/collection/1975.93.125,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.125",1975.93.125,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,21.0,2.83,http://numismatics.org/collectionimages/19501999/1975/1975.93.125.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.125.rev.width175.jpg,2020-07-31T01:14:40Z
http://numismatics.org/collection/1975.93.126,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.126",1975.93.126,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,26.0,5.87,http://numismatics.org/collectionimages/19501999/1975/1975.93.126.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.126.rev.width175.jpg,2020-07-31T01:09:12Z
http://numismatics.org/collection/1975.93.127,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.127",1975.93.127,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,17.0,1.04,http://numismatics.org/collectionimages/19501999/1975/1975.93.127.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.127.rev.width175.jpg,2020-07-31T01:09:56Z
http://numismatics.org/collection/1975.93.128,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.128",1975.93.128,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,32.0,8.35,http://numismatics.org/collectionimages/19501999/1975/1975.93.128.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.128.rev.width175.jpg,2020-07-31T01:11:18Z
http://numismatics.org/collection/1975.93.129,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.129",1975.93.129,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,34.0,8.32,http://numismatics.org/collectionimages/19501999/1975/1975.93.129.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.129.rev.width175.jpg,2020-07-31T01:13:24Z
http://numismatics.org/collection/1975.93.130,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.130",1975.93.130,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,27.0,4.18,http://numismatics.org/collectionimages/19501999/1975/1975.93.130.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.130.rev.width175.jpg,2020-07-31T01:13:24Z
http://numismatics.org/collection/1975.93.131,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.131",1975.93.131,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,30.0,4.14,http://numismatics.org/collectionimages/19501999/1975/1975.93.131.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.131.rev.width175.jpg,2020-07-31T01:13:00Z
http://numismatics.org/collection/1975.93.132,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.132",1975.93.132,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,27.0,4.12,http://numismatics.org/collectionimages/19501999/1975/1975.93.132.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.132.rev.width175.jpg,2020-07-31T01:15:28Z
http://numismatics.org/collection/1975.93.133,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1975.93.133",1975.93.133,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,27.0,4.05,http://numismatics.org/collectionimages/19501999/1975/1975.93.133.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1975/1975.93.133.rev.width175.jpg,2020-07-31T01:10:20Z
http://numismatics.org/collection/1911.27.41,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1911.27.41",1911.27.41,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,21.0,2.93,http://numismatics.org/collectionimages/19001949/1911/1911.27.41.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1911/1911.27.41.rev.width175.jpg,2020-07-31T01:13:18Z
http://numismatics.org/collection/1911.27.42,"Glass Weight of al-`Aziz, NE Africa, 975 - 996. 1911.27.42",1911.27.42,,975.0,996.0,,,,,,al-`Aziz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,25.0,5.65,http://numismatics.org/collectionimages/19001949/1911/1911.27.42.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1911/1911.27.42.rev.width175.jpg,2020-07-31T01:15:30Z
http://numismatics.org/collection/1911.27.67,"Glass Weight of al-Mu`izz, NE Africa, 953 - 975. 1911.27.67",1911.27.67,,953.0,975.0,,,,,,al-Mu`izz,,,,,Islamic,Fatimid glass,,,,,Glass,,Weight,,,NE Africa,,,,,,,,,,25.0,5.79,http://numismatics.org/collectionimages/19001949/1911/1911.27.67.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1911/1911.27.67.rev.width175.jpg,2020-07-31T01:14:47Z
http://numismatics.org/collection/1974.26.2037,"Gold 1/4 ashrafi of Humayun Padishah, Badakhshan, ca. 954-55 H. 1974.26.2037",1974.26.2037,,1547.0,1549.0,,,,,,Humayun Padishah,,,,1/4 ashrafi,Islamic,Timurid||Mughal,,,,,Gold,Badakhshan,Coin,,,Mashriq,,Mughal Empire,,,,,,,,12.0,0.672,http://numismatics.org/collectionimages/19501999/1974/1974.26.2037.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.2037.rev.width175.jpg,2020-07-31T01:11:42Z
http://numismatics.org/collection/1974.26.204,"Gold dinar of al-Mu`izz, Misr, Muharram 362 H. 1974.26.204",1974.26.204,,972.0,972.0,,,,,,al-Mu`izz,,,,dinar,Islamic,Fatimid,,,,,Gold,Misr,Coin,,,NE Africa,,,,,,,,,,22.0,,http://numismatics.org/collectionimages/19501999/1974/1974.26.204.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.204.rev.width175.jpg,2020-07-31T01:11:32Z
http://numismatics.org/collection/1974.26.208,"Gold dinar of al-Mustansir, Misr, 454 H. 1974.26.208",1974.26.208,,1062.0,1063.0,,,,,,al-Mustansir,,,,dinar,Islamic,Fatimid,,,,,Gold,Misr,Coin,,,NE Africa,,,,,,,,454.0,,22.0,4.243,http://numismatics.org/collectionimages/19501999/1974/1974.26.208.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.208.rev.width175.jpg,2020-07-31T01:15:12Z
http://numismatics.org/collection/1974.26.209,"Gold dinar of al-Amir, Misr, 505 H. 1974.26.209",1974.26.209,,1111.0,1112.0,,,,,,al-Amir,,,,dinar,Islamic,Fatimid,,,,,Gold,Misr,Coin,,,NE Africa,,,,,,,,505.0,,21.5,4.246,http://numismatics.org/collectionimages/19501999/1974/1974.26.209.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.209.rev.width175.jpg,2020-07-31T01:14:13Z
http://numismatics.org/collection/1974.26.245,"Silver dirham of Timur/Mahmud, Samarqand, 791 H. 1974.26.245",1974.26.245,,1388.0,1389.0,,,,,,Timur||Mahmud,,,,dirham,Islamic,Timurid,,,,,Silver,Samarqand,Coin,,,Central Asia,,Timurids,,,,,,791.0,,17.5,1.52,http://numismatics.org/collectionimages/19501999/1974/1974.26.245.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.245.rev.width175.jpg,2020-07-31T01:09:46Z
http://numismatics.org/collection/1974.26.253,"Silver dirham of Abu Sa`id, Samarqand, 862? H. 1974.26.253",1974.26.253,,1457.0,1458.0,,,,,,Abu Sa`id,,,,dirham,Islamic,Timurid,,,,,Silver,Samarqand,Coin,,,Central Asia,,,,,,,,,,23.5,5.05,http://numismatics.org/collectionimages/19501999/1974/1974.26.253.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.253.rev.width175.jpg,2020-07-31T01:13:12Z
http://numismatics.org/collection/1974.26.254,"Silver dirham (1/6 dinar kebeki) of Kibak Khan, Bukhara, 724 H. 1974.26.254",1974.26.254,,1323.0,1324.0,,,,,,Kibak Khan,,,,dirham (1/6 dinar kebeki),Islamic,Chaghatayid,,,,,Silver,Bukhara,Coin,,Album 1989,Central Asia,,,,,,,,724.0,,19.0,1.203,http://numismatics.org/collectionimages/19501999/1974/1974.26.254.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.26.254.rev.width175.jpg,2020-07-31T01:13:16Z
http://numismatics.org/collection/1952.112.114,"Silver dinar kebeki of Khalil Allah, Bukhara, [74]3 H. 1952.112.114",1952.112.114,,1342.0,1343.0,,,,,,Khalil Allah,,,,dinar kebeki,Islamic,Chaghatayid,,,,,Silver,Bukhara,Coin,,Album 2002,Central Asia,,,,,,,,,,31.5,7.635,http://numismatics.org/collectionimages/19501999/1952/1952.112.114.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1952/1952.112.114.rev.width175.jpg,2020-07-31T01:09:43Z
